Gene	cancer_d1-healthy_d1_FC	cancer_d22-healthy_d22_FC	cancer_d2-cancer_d1-healthy_d2-healthy_d1_FC	cancer_d23-cancer_d22-healthy_d23-healthy_d22_FC	cancer_d1-healthy_d1_logFC	cancer_d22-healthy_d22_logFC	cancer_d2-cancer_d1-healthy_d2-healthy_d1_logFC	cancer_d23-cancer_d22-healthy_d23-healthy_d22_logFC	cancer_d1-healthy_d1_tstat	cancer_d22-healthy_d22_tstat	cancer_d2-cancer_d1-healthy_d2-healthy_d1_tstat	cancer_d23-cancer_d22-healthy_d23-healthy_d22_tstat	cancer_d1-healthy_d1_pval	cancer_d22-healthy_d22_pval	cancer_d2-cancer_d1-healthy_d2-healthy_d1_pval	cancer_d23-cancer_d22-healthy_d23-healthy_d22_pval	cancer_d1-healthy_d1_adjpval	cancer_d22-healthy_d22_adjpval	cancer_d2-cancer_d1-healthy_d2-healthy_d1_adjpval	cancer_d23-cancer_d22-healthy_d23-healthy_d22_adjpval
ICAM-1	1.15894025493309	1.30587695695593	1.04757578062274	-1.1756634973267	0.21280619521978	0.3850189688965	0.0670546108689507	-0.233475185847759	1.14006233937062	2.06233861301419	0.746131452314141	-2.59109288534608	0.255171145739179	0.040037616810351	0.456173193961183	0.0100355735534799	0.315926180438984	0.0693985358046083	0.741281440186923	0.0260924912390477
VCAM-1	1.53494472449682	1.62656183561219	1.01649025585512	-1.15849578370575	0.61818670306765	0.701825669126862	0.0235963854759333	-0.212252793587396	3.50332118409063	3.97670209677597	0.277746213325142	-2.49179110045275	0.000529591275466884	8.76709135747159e-05	0.781398794589542	0.0132508234358988	0.00152993035134878	0.000230053558664224	0.822211112005062	0.0313201281212154
SAA	3.56469326403784	4.15227166838127	1.08721571140701	-1.39766181597758	1.83377794048676	2.05390083719404	0.120638209824641	-0.4830153224916	3.5489891957779	3.9743940052796	0.484936848393056	-1.93649669727832	0.000448805270567722	8.84821379477783e-05	0.628075603537578	0.0537473293526829	0.0014586171293451	0.000230053558664224	0.772615083881254	0.107494658705366
IL-17C	-1.30729565340611	-1.09254727152299	1.02298998377782	-1.04263371242775	-0.386585452890839	-0.12769570253264	0.0327920195457967	-0.0602324137766734	-3.26467137781057	-1.07821101445689	0.575186483506135	-1.0536337224937	0.00122378249014096	0.281812968912118	0.565599898569751	0.292905542895611	0.00318183447436649	0.348911294843575	0.772615083881254	0.394461135874
IL-17B	-2.12748027597712	-1.59887261970394	1.06012379516746	-1.17614888709086	-1.0891457566436	-0.677055005583945	0.0842327442657478	-0.234070700541223	-6.15634540353987	-3.82643592865576	0.988927532038417	-2.74062401959556	2.40488984148828e-09	0.000158466328693427	0.323502149412177	0.00650302224325651	1.56317839696738e-08	0.000374556776911737	0.600789706051186	0.018786508702741
IL-1Ra	1.32604488662757	1.41723822816426	-1.40886630743544	-1.14300131030976	0.407129611513068	0.503082285922501	-0.494534715443826	-0.19282705742493	1.20116327938443	1.48402733323398	-3.03048880129146	-1.17842720644748	0.230643197593982	0.138860263125677	0.00265610169119293	0.239567954633882	0.299836156872177	0.190019307435138	0.017264660992754	0.366398048263584
TSLP	1.74355098926119	2.31905633858859	-1.04600109305199	-1.05102356346	0.802028555613679	1.2135378688908	-0.0648843591755499	-0.0717950142152329	2.67214120037145	4.04255952443122	-0.449010126072398	-0.495483604488361	0.00795232128201745	6.73933172888514e-05	0.653751224822599	0.620624550127383	0.0144702159303271	0.000219028281188767	0.772615083881254	0.672343262637998
Eotaxin	4.51035940521921	4.20785015438888	-1.15853532307816	-1.08300272065257	2.17324239832948	2.07308332978011	-0.212302031818446	-0.115036867200203	11.076711423408	10.564597257022	-2.24749736505743	-1.21461219655307	3.96312071086688e-24	2.20067320414579e-22	0.0253358722099278	0.225470708867969	5.15205692412694e-23	2.86087516538953e-21	0.109788779576354	0.366389901910449
Eotaxin-3	-2.44312540793419	-1.69868430405411	1.22704274156861	-1.30137330524143	-1.28872792040465	-0.764417756409539	0.295185503259261	-0.38003486549005	-2.97804939149839	-1.76617990528875	1.41679838258176	-1.81924847734747	0.00313794784419267	0.0783842777090221	0.15758110293809	0.0698718450988532	0.00679888699575079	0.113221734468587	0.341425723032529	0.129761998040727
IP-10	1.45576512020148	1.71704742654317	-1.08462432792416	-2.05939739598805	0.541777603300574	0.779929888550115	-0.117195435213056	-1.04222224954355	1.46402967072167	2.10725895713437	-0.657781864387284	-5.83427761716996	0.144234534024126	0.0359262247126364	0.511183502841666	1.40063169687468e-08	0.208338771368182	0.0667201316091819	0.772615083881254	3.64164241187416e-07
MCP-1	2.14590870911393	2.24469347601562	-1.16293078473929	-1.42522367238181	1.101588702511	1.16651845128067	-0.217765233109542	-0.511188351356942	3.8327651153613	4.05805434113644	-1.57370615985194	-3.68444094653314	0.000154431482891671	6.31945337237542e-05	0.11661104357545	0.000271939678538842	0.000573602650740493	0.000219028281188767	0.275626102996518	0.00175775019397426
MCP-4	-1.22738485510605	-1.2037515251948	1.04357011725203	-1.04506418494757	-0.295587687057838	-0.26753762601439	0.0615275381243112	-0.0635915513606093	-1.31595325646927	-1.19089235412065	0.56893942643678	-0.586477646219765	0.189195980343537	0.234638735626166	0.569823600974184	0.557996300327036	0.258899762575366	0.305030356314016	0.772615083881254	0.655496845467596
MDC	1.02319131641595	1.08484905943029	1.08344136224256	-1.02786479090058	0.0330759255706461	0.117494327130775	0.11562107434429	-0.0396504996227716	0.223163833940672	0.792614878608913	1.62028412507469	-0.554189625676374	0.823560114014305	0.428629576164262	0.106223539001461	0.579862594067489	0.856502518574877	0.484537781750905	0.275626102996518	0.655496845467596
MIP-1alpha	3.9825547622113	2.64222795643218	-3.9675492740076	-1.32680676059208	1.99369419969848	1.40175493949437	-1.98824814036984	-0.407958268344853	2.6552803867299	1.86662660416732	-5.50002667248747	-1.1255518377766	0.00834820149826565	0.0629307086336649	8.14742224894252e-08	0.261256325120669	0.0144702159303271	0.0962469661456051	1.05916489236253e-06	0.377370247396522
MIP-1beta	-1.10264169290134	1.00201105334967	-1.29741027051866	-1.39826451109198	-0.140964058514081	0.00289842322853495	-0.37563476459153	-0.483637302590118	-0.490818423422807	0.0100903859170388	-2.7165681743683	-3.48843127042996	0.62391427127327	0.991955890758202	0.00697978903795862	0.000558748694885258	0.675907127212709	0.991955890758202	0.0362949029973848	0.00242124434450278
TARC	20.5879696491315	27.3016934220676	1.01082403149831	-1.28506490312925	4.36372965571912	4.77091853379255	0.0155318686744241	-0.361841225612229	13.8787660059341	15.1715003480437	0.102602772173849	-2.38401499062325	3.68994252319818e-34	5.77830849415416e-39	0.918346899328604	0.0177475195612503	9.59385056031526e-33	1.50236020848008e-37	0.918346899328604	0.0384529590493757
